MetricObserved,Year,IncomeGroup,RegionCode,RegionDisplay,CountryCode,CountryDisplay,SexCode,SexDisplay,Numeric,beer_servings,spirit_servings,wine_servings
Life expectancy at birth (years),1990,Lower_middle_income,AMR,Americas,HND,Honduras,FMLE,Female,69,69,98,2
Life expectancy at birth (years),1990,Lower_middle_income,AMR,Americas,HND,Honduras,MLE,Male,65,69,98,2
Healthy life expectancy (HALE) at birth (years),2013,Lower_middle_income,AMR,Americas,HND,Honduras,BTSX,Both sexes,63.7,69,98,2
Healthy life expectancy (HALE) at birth (years),2013,Lower_middle_income,AMR,Americas,HND,Honduras,FMLE,Female,65.1,69,98,2
Healthy life expectancy (HALE) at birth (years),2013,Lower_middle_income,AMR,Americas,HND,Honduras,MLE,Male,62.4,69,98,2
Healthy life expectancy (HALE) at birth (years),2012,Lower_middle_income,AMR,Americas,HND,Honduras,BTSX,Both sexes,63.5,69,98,2
Healthy life expectancy (HALE) at birth (years),2012,Lower_middle_income,AMR,Americas,HND,Honduras,FMLE,Female,64.9,69,98,2
Healthy life expectancy (HALE) at birth (years),2012,Lower_middle_income,AMR,Americas,HND,Honduras,MLE,Male,62.1,69,98,2
Healthy life expectancy (HALE) at birth (years),2000,Lower_middle_income,AMR,Americas,HND,Honduras,BTSX,Both sexes,60.7,69,98,2
Healthy life expectancy (HALE) at birth (years),2000,Lower_middle_income,AMR,Americas,HND,Honduras,FMLE,Female,62.1,69,98,2
Healthy life expectancy (HALE) at birth (years),2000,Lower_middle_income,AMR,Americas,HND,Honduras,MLE,Male,59.4,69,98,2
Life expectancy at age 60 (years),2013,,AMR,Americas,HND,Honduras,BTSX,Both sexes,22.06765,69,98,2
Life expectancy at age 60 (years),2013,,AMR,Americas,HND,Honduras,FMLE,Female,23.46981,69,98,2
Life expectancy at age 60 (years),2013,,AMR,Americas,HND,Honduras,MLE,Male,20.66141,69,98,2
Life expectancy at age 60 (years),2012,Lower_middle_income,AMR,Americas,HND,Honduras,BTSX,Both sexes,22,69,98,2
Life expectancy at age 60 (years),2012,Lower_middle_income,AMR,Americas,HND,Honduras,FMLE,Female,23,69,98,2
Life expectancy at age 60 (years),2012,Lower_middle_income,AMR,Americas,HND,Honduras,MLE,Male,21,69,98,2
Life expectancy at age 60 (years),2000,Lower_middle_income,AMR,Americas,HND,Honduras,BTSX,Both sexes,21,69,98,2
Life expectancy at age 60 (years),2000,Lower_middle_income,AMR,Americas,HND,Honduras,FMLE,Female,22,69,98,2
Life expectancy at age 60 (years),2000,Lower_middle_income,AMR,Americas,HND,Honduras,MLE,Male,19,69,98,2
Life expectancy at age 60 (years),1990,Lower_middle_income,AMR,Americas,HND,Honduras,BTSX,Both sexes,19,69,98,2
Life expectancy at age 60 (years),1990,Lower_middle_income,AMR,Americas,HND,Honduras,FMLE,Female,20,69,98,2
Life expectancy at age 60 (years),1990,Lower_middle_income,AMR,Americas,HND,Honduras,MLE,Male,18,69,98,2
Life expectancy at birth (years),2013,,EUR,Europe,HUN,Hungary,BTSX,Both sexes,75.21944,234,215,185
Life expectancy at birth (years),2013,,EUR,Europe,HUN,Hungary,FMLE,Female,78.83713,234,215,185
Life expectancy at birth (years),2013,,EUR,Europe,HUN,Hungary,MLE,Male,71.39877,234,215,185
Life expectancy at birth (years),2012,High_income,EUR,Europe,HUN,Hungary,BTSX,Both sexes,75,234,215,185
Life expectancy at birth (years),2012,High_income,EUR,Europe,HUN,Hungary,FMLE,Female,79,234,215,185
Life expectancy at birth (years),2012,High_income,EUR,Europe,HUN,Hungary,MLE,Male,71,234,215,185
Life expectancy at birth (years),2000,High_income,EUR,Europe,HUN,Hungary,BTSX,Both sexes,72,234,215,185
Life expectancy at birth (years),2000,High_income,EUR,Europe,HUN,Hungary,FMLE,Female,76,234,215,185
Life expectancy at birth (years),2000,High_income,EUR,Europe,HUN,Hungary,MLE,Male,68,234,215,185
Life expectancy at birth (years),1990,High_income,EUR,Europe,HUN,Hungary,BTSX,Both sexes,69,234,215,185
Life expectancy at birth (years),1990,High_income,EUR,Europe,HUN,Hungary,FMLE,Female,74,234,215,185
Life expectancy at birth (years),1990,High_income,EUR,Europe,HUN,Hungary,MLE,Male,65,234,215,185
Healthy life expectancy (HALE) at birth (years),2013,High_income,EUR,Europe,HUN,Hungary,BTSX,Both sexes,64.9,234,215,185
Healthy life expectancy (HALE) at birth (years),2013,High_income,EUR,Europe,HUN,Hungary,FMLE,Female,68.5,234,215,185
Healthy life expectancy (HALE) at birth (years),2013,High_income,EUR,Europe,HUN,Hungary,MLE,Male,61.2,234,215,185
Healthy life expectancy (HALE) at birth (years),2012,High_income,EUR,Europe,HUN,Hungary,BTSX,Both sexes,64.8,234,215,185
Healthy life expectancy (HALE) at birth (years),2012,High_income,EUR,Europe,HUN,Hungary,FMLE,Female,68.3,234,215,185
Healthy life expectancy (HALE) at birth (years),2012,High_income,EUR,Europe,HUN,Hungary,MLE,Male,61,234,215,185
Healthy life expectancy (HALE) at birth (years),2000,High_income,EUR,Europe,HUN,Hungary,BTSX,Both sexes,62.1,234,215,185
Healthy life expectancy (HALE) at birth (years),2000,High_income,EUR,Europe,HUN,Hungary,FMLE,Female,66.2,234,215,185
Healthy life expectancy (HALE) at birth (years),2000,High_income,EUR,Europe,HUN,Hungary,MLE,Male,58.1,234,215,185
Life expectancy at age 60 (years),2013,,EUR,Europe,HUN,Hungary,BTSX,Both sexes,20.02804,234,215,185
Life expectancy at age 60 (years),2013,,EUR,Europe,HUN,Hungary,FMLE,Female,22.21545,234,215,185
Life expectancy at age 60 (years),2013,,EUR,Europe,HUN,Hungary,MLE,Male,17.29792,234,215,185
Life expectancy at age 60 (years),2012,High_income,EUR,Europe,HUN,Hungary,BTSX,Both sexes,20,234,215,185
Life expectancy at age 60 (years),2012,High_income,EUR,Europe,HUN,Hungary,FMLE,Female,22,234,215,185
Life expectancy at age 60 (years),2012,High_income,EUR,Europe,HUN,Hungary,MLE,Male,17,234,215,185
Life expectancy at age 60 (years),2000,High_income,EUR,Europe,HUN,Hungary,BTSX,Both sexes,18,234,215,185
Life expectancy at age 60 (years),2000,High_income,EUR,Europe,HUN,Hungary,FMLE,Female,21,234,215,185
Life expectancy at age 60 (years),2000,High_income,EUR,Europe,HUN,Hungary,MLE,Male,16,234,215,185
Life expectancy at age 60 (years),1990,High_income,EUR,Europe,HUN,Hungary,BTSX,Both sexes,17,234,215,185
Life expectancy at age 60 (years),1990,High_income,EUR,Europe,HUN,Hungary,FMLE,Female,19,234,215,185
Life expectancy at age 60 (years),1990,High_income,EUR,Europe,HUN,Hungary,MLE,Male,15,234,215,185
Life expectancy at birth (years),2013,,EUR,Europe,ISL,Iceland,BTSX,Both sexes,82.43079,233,61,78
Life expectancy at birth (years),2013,,EUR,Europe,ISL,Iceland,FMLE,Female,84.17025,233,61,78
Life expectancy at birth (years),2013,,EUR,Europe,ISL,Iceland,MLE,Male,80.68805,233,61,78
Life expectancy at birth (years),2012,High_income,EUR,Europe,ISL,Iceland,BTSX,Both sexes,82,233,61,78
Life expectancy at birth (years),2012,High_income,EUR,Europe,ISL,Iceland,FMLE,Female,84,233,61,78
Life expectancy at birth (years),2012,High_income,EUR,Europe,ISL,Iceland,MLE,Male,81,233,61,78
Life expectancy at birth (years),2000,High_income,EUR,Europe,ISL,Iceland,BTSX,Both sexes,80,233,61,78
Life expectancy at birth (years),2000,High_income,EUR,Europe,ISL,Iceland,FMLE,Female,82,233,61,78
Life expectancy at birth (years),2000,High_income,EUR,Europe,ISL,Iceland,MLE,Male,78,233,61,78
Life expectancy at birth (years),1990,High_income,EUR,Europe,ISL,Iceland,BTSX,Both sexes,78,233,61,78
Life expectancy at birth (years),1990,High_income,EUR,Europe,ISL,Iceland,FMLE,Female,81,233,61,78
Life expectancy at birth (years),1990,High_income,EUR,Europe,ISL,Iceland,MLE,Male,75,233,61,78
Healthy life expectancy (HALE) at birth (years),2013,High_income,EUR,Europe,ISL,Iceland,BTSX,Both sexes,72.2,233,61,78
Healthy life expectancy (HALE) at birth (years),2013,High_income,EUR,Europe,ISL,Iceland,FMLE,Female,73.4,233,61,78
Healthy life expectancy (HALE) at birth (years),2013,High_income,EUR,Europe,ISL,Iceland,MLE,Male,71.1,233,61,78
Healthy life expectancy (HALE) at birth (years),2012,High_income,EUR,Europe,ISL,Iceland,BTSX,Both sexes,72.3,233,61,78
Healthy life expectancy (HALE) at birth (years),2012,High_income,EUR,Europe,ISL,Iceland,FMLE,Female,73.1,233,61,78
Healthy life expectancy (HALE) at birth (years),2012,High_income,EUR,Europe,ISL,Iceland,MLE,Male,71.5,233,61,78
Healthy life expectancy (HALE) at birth (years),2000,High_income,EUR,Europe,ISL,Iceland,BTSX,Both sexes,70.5,233,61,78
Healthy life expectancy (HALE) at birth (years),2000,High_income,EUR,Europe,ISL,Iceland,FMLE,Female,71.8,233,61,78
Healthy life expectancy (HALE) at birth (years),2000,High_income,EUR,Europe,ISL,Iceland,MLE,Male,69.1,233,61,78
Life expectancy at age 60 (years),2013,,EUR,Europe,ISL,Iceland,BTSX,Both sexes,24.46819,233,61,78
Life expectancy at age 60 (years),2013,,EUR,Europe,ISL,Iceland,FMLE,Female,25.7324,233,61,78
Life expectancy at age 60 (years),2013,,EUR,Europe,ISL,Iceland,MLE,Male,23.14423,233,61,78
Life expectancy at age 60 (years),2012,High_income,EUR,Europe,ISL,Iceland,BTSX,Both sexes,25,233,61,78
Life expectancy at age 60 (years),2012,High_income,EUR,Europe,ISL,Iceland,FMLE,Female,25,233,61,78
Life expectancy at age 60 (years),2012,High_income,EUR,Europe,ISL,Iceland,MLE,Male,24,233,61,78
Life expectancy at age 60 (years),2000,High_income,EUR,Europe,ISL,Iceland,BTSX,Both sexes,23,233,61,78
Life expectancy at age 60 (years),2000,High_income,EUR,Europe,ISL,Iceland,FMLE,Female,24,233,61,78
Life expectancy at age 60 (years),2000,High_income,EUR,Europe,ISL,Iceland,MLE,Male,22,233,61,78
Life expectancy at age 60 (years),1990,High_income,EUR,Europe,ISL,Iceland,BTSX,Both sexes,22,233,61,78
Life expectancy at age 60 (years),1990,High_income,EUR,Europe,ISL,Iceland,FMLE,Female,24,233,61,78
Life expectancy at age 60 (years),1990,High_income,EUR,Europe,ISL,Iceland,MLE,Male,20,233,61,78
Life expectancy at birth (years),2013,,SEAR,South_East Asia,IND,India,BTSX,Both sexes,66.39526,9,114,0
Life expectancy at birth (years),2013,,SEAR,South_East Asia,IND,India,FMLE,Female,68.22176,9,114,0
Life expectancy at birth (years),2013,,SEAR,South_East Asia,IND,India,MLE,Male,64.73003,9,114,0
Life expectancy at birth (years),2012,Lower_middle_income,SEAR,South_East Asia,IND,India,BTSX,Both sexes,66,9,114,0
Life expectancy at birth (years),2012,Lower_middle_income,SEAR,South_East Asia,IND,India,FMLE,Female,68,9,114,0
Life expectancy at birth (years),2012,Lower_middle_income,SEAR,South_East Asia,IND,India,MLE,Male,64,9,114,0
Life expectancy at birth (years),2000,Lower_middle_income,SEAR,South_East Asia,IND,India,BTSX,Both sexes,62,9,114,0
Life expectancy at birth (years),2000,Lower_middle_income,SEAR,South_East Asia,IND,India,FMLE,Female,63,9,114,0
Life expectancy at birth (years),2000,Lower_middle_income,SEAR,South_East Asia,IND,India,MLE,Male,61,9,114,0
Life expectancy at birth (years),1990,Lower_middle_income,SEAR,South_East Asia,IND,India,BTSX,Both sexes,58,9,114,0
Life expectancy at birth (years),1990,Lower_middle_income,SEAR,South_East Asia,IND,India,FMLE,Female,58,9,114,0
Life expectancy at birth (years),1990,Lower_middle_income,SEAR,South_East Asia,IND,India,MLE,Male,57,9,114,0
Healthy life expectancy (HALE) at birth (years),2013,Lower_middle_income,SEAR,South_East Asia,IND,India,BTSX,Both sexes,57.5,9,114,0
Healthy life expectancy (HALE) at birth (years),2013,Lower_middle_income,SEAR,South_East Asia,IND,India,FMLE,Female,58.6,9,114,0
Healthy life expectancy (HALE) at birth (years),2013,Lower_middle_income,SEAR,South_East Asia,IND,India,MLE,Male,56.5,9,114,0
Healthy life expectancy (HALE) at birth (years),2012,Lower_middle_income,SEAR,South_East Asia,IND,India,BTSX,Both sexes,57.1,9,114,0
Healthy life expectancy (HALE) at birth (years),2012,Lower_middle_income,SEAR,South_East Asia,IND,India,FMLE,Female,58.2,9,114,0
Healthy life expectancy (HALE) at birth (years),2012,Lower_middle_income,SEAR,South_East Asia,IND,India,MLE,Male,56.1,9,114,0
Healthy life expectancy (HALE) at birth (years),2000,Lower_middle_income,SEAR,South_East Asia,IND,India,BTSX,Both sexes,52.8,9,114,0
Healthy life expectancy (HALE) at birth (years),2000,Lower_middle_income,SEAR,South_East Asia,IND,India,FMLE,Female,53.3,9,114,0
Healthy life expectancy (HALE) at birth (years),2000,Lower_middle_income,SEAR,South_East Asia,IND,India,MLE,Male,52.4,9,114,0
Life expectancy at age 60 (years),2013,,SEAR,South_East Asia,IND,India,BTSX,Both sexes,16.95337,9,114,0
Life expectancy at age 60 (years),2013,,SEAR,South_East Asia,IND,India,FMLE,Female,18.00912,9,114,0
Life expectancy at age 60 (years),2013,,SEAR,South_East Asia,IND,India,MLE,Male,15.89441,9,114,0
Life expectancy at age 60 (years),2012,Lower_middle_income,SEAR,South_East Asia,IND,India,BTSX,Both sexes,17,9,114,0
Life expectancy at age 60 (years),2012,Lower_middle_income,SEAR,South_East Asia,IND,India,FMLE,Female,18,9,114,0
Life expectancy at age 60 (years),2012,Lower_middle_income,SEAR,South_East Asia,IND,India,MLE,Male,16,9,114,0
Life expectancy at age 60 (years),2000,Lower_middle_income,SEAR,South_East Asia,IND,India,BTSX,Both sexes,16,9,114,0
Life expectancy at age 60 (years),2000,Lower_middle_income,SEAR,South_East Asia,IND,India,FMLE,Female,17,9,114,0
Life expectancy at age 60 (years),2000,Lower_middle_income,SEAR,South_East Asia,IND,India,MLE,Male,15,9,114,0
Life expectancy at age 60 (years),1990,Lower_middle_income,SEAR,South_East Asia,IND,India,BTSX,Both sexes,15,9,114,0
Life expectancy at age 60 (years),1990,Lower_middle_income,SEAR,South_East Asia,IND,India,FMLE,Female,16,9,114,0
Life expectancy at age 60 (years),1990,Lower_middle_income,SEAR,South_East Asia,IND,India,MLE,Male,14,9,114,0
Life expectancy at birth (years),2013,,SEAR,South_East Asia,IDN,Indonesia,BTSX,Both sexes,70.76871,5,1,0
Life expectancy at birth (years),2013,,SEAR,South_East Asia,IDN,Indonesia,FMLE,Female,72.8338,5,1,0
Life expectancy at birth (years),2013,,SEAR,South_East Asia,IDN,Indonesia,MLE,Male,68.77162,5,1,0
Life expectancy at birth (years),2012,Lower_middle_income,SEAR,South_East Asia,IDN,Indonesia,BTSX,Both sexes,71,5,1,0
Life expectancy at birth (years),2012,Lower_middle_income,SEAR,South_East Asia,IDN,Indonesia,FMLE,Female,73,5,1,0
Life expectancy at birth (years),2012,Lower_middle_income,SEAR,South_East Asia,IDN,Indonesia,MLE,Male,69,5,1,0
Life expectancy at birth (years),2000,Lower_middle_income,SEAR,South_East Asia,IDN,Indonesia,BTSX,Both sexes,67,5,1,0
Life expectancy at birth (years),2000,Lower_middle_income,SEAR,South_East Asia,IDN,Indonesia,FMLE,Female,69,5,1,0
Life expectancy at birth (years),2000,Lower_middle_income,SEAR,South_East Asia,IDN,Indonesia,MLE,Male,65,5,1,0
Life expectancy at birth (years),1990,Lower_middle_income,SEAR,South_East Asia,IDN,Indonesia,BTSX,Both sexes,62,5,1,0
Life expectancy at birth (years),1990,Lower_middle_income,SEAR,South_East Asia,IDN,Indonesia,FMLE,Female,64,5,1,0
Life expectancy at birth (years),1990,Lower_middle_income,SEAR,South_East Asia,IDN,Indonesia,MLE,Male,60,5,1,0
Healthy life expectancy (HALE) at birth (years),2013,Lower_middle_income,SEAR,South_East Asia,IDN,Indonesia,BTSX,Both sexes,62.3,5,1,0
Healthy life expectancy (HALE) at birth (years),2013,Lower_middle_income,SEAR,South_East Asia,IDN,Indonesia,FMLE,Female,63.9,5,1,0
Healthy life expectancy (HALE) at birth (years),2013,Lower_middle_income,SEAR,South_East Asia,IDN,Indonesia,MLE,Male,60.8,5,1,0
Healthy life expectancy (HALE) at birth (years),2012,Lower_middle_income,SEAR,South_East Asia,IDN,Indonesia,BTSX,Both sexes,62,5,1,0
Healthy life expectancy (HALE) at birth (years),2012,Lower_middle_income,SEAR,South_East Asia,IDN,Indonesia,FMLE,Female,63.5,5,1,0
Healthy life expectancy (HALE) at birth (years),2012,Lower_middle_income,SEAR,South_East Asia,IDN,Indonesia,MLE,Male,60.5,5,1,0
Healthy life expectancy (HALE) at birth (years),2000,Lower_middle_income,SEAR,South_East Asia,IDN,Indonesia,BTSX,Both sexes,58.5,5,1,0
Healthy life expectancy (HALE) at birth (years),2000,Lower_middle_income,SEAR,South_East Asia,IDN,Indonesia,FMLE,Female,59.9,5,1,0
Healthy life expectancy (HALE) at birth (years),2000,Lower_middle_income,SEAR,South_East Asia,IDN,Indonesia,MLE,Male,57,5,1,0
Life expectancy at age 60 (years),2013,,SEAR,South_East Asia,IDN,Indonesia,BTSX,Both sexes,17.80251,5,1,0
Life expectancy at age 60 (years),2013,,SEAR,South_East Asia,IDN,Indonesia,FMLE,Female,18.84669,5,1,0
Life expectancy at age 60 (years),2013,,SEAR,South_East Asia,IDN,Indonesia,MLE,Male,16.69064,5,1,0
Life expectancy at age 60 (years),2012,Lower_middle_income,SEAR,South_East Asia,IDN,Indonesia,BTSX,Both sexes,18,5,1,0
Life expectancy at age 60 (years),2012,Lower_middle_income,SEAR,South_East Asia,IDN,Indonesia,FMLE,Female,19,5,1,0
Life expectancy at age 60 (years),2012,Lower_middle_income,SEAR,South_East Asia,IDN,Indonesia,MLE,Male,17,5,1,0
Life expectancy at age 60 (years),2000,Lower_middle_income,SEAR,South_East Asia,IDN,Indonesia,BTSX,Both sexes,17,5,1,0
Life expectancy at age 60 (years),2000,Lower_middle_income,SEAR,South_East Asia,IDN,Indonesia,FMLE,Female,18,5,1,0
Life expectancy at age 60 (years),2000,Lower_middle_income,SEAR,South_East Asia,IDN,Indonesia,MLE,Male,16,5,1,0
Life expectancy at age 60 (years),1990,Lower_middle_income,SEAR,South_East Asia,IDN,Indonesia,BTSX,Both sexes,16,5,1,0
Life expectancy at age 60 (years),1990,Lower_middle_income,SEAR,South_East Asia,IDN,Indonesia,FMLE,Female,17,5,1,0
Life expectancy at age 60 (years),1990,Lower_middle_income,SEAR,South_East Asia,IDN,Indonesia,MLE,Male,15,5,1,0
Life expectancy at birth (years),2013,,EMR,Eastern Mediterranean,IRN,Iran,BTSX,Both sexes,74.26825,0,0,0
Life expectancy at birth (years),2013,,EMR,Eastern Mediterranean,IRN,Iran,FMLE,Female,76.1561,0,0,0
Life expectancy at birth (years),2013,,EMR,Eastern Mediterranean,IRN,Iran,MLE,Male,72.48512,0,0,0
Life expectancy at birth (years),2012,Lower_middle_income,EMR,Eastern Mediterranean,IRN,Iran,BTSX,Both sexes,74,0,0,0
Life expectancy at birth (years),2012,Lower_middle_income,EMR,Eastern Mediterranean,IRN,Iran,FMLE,Female,76,0,0,0
Life expectancy at birth (years),2012,Lower_middle_income,EMR,Eastern Mediterranean,IRN,Iran,MLE,Male,72,0,0,0
Life expectancy at birth (years),2000,Lower_middle_income,EMR,Eastern Mediterranean,IRN,Iran,BTSX,Both sexes,70,0,0,0
Life expectancy at birth (years),2000,Lower_middle_income,EMR,Eastern Mediterranean,IRN,Iran,FMLE,Female,71,0,0,0
Life expectancy at birth (years),2000,Lower_middle_income,EMR,Eastern Mediterranean,IRN,Iran,MLE,Male,69,0,0,0
Life expectancy at birth (years),1990,Lower_middle_income,EMR,Eastern Mediterranean,IRN,Iran,BTSX,Both sexes,64,0,0,0
Life expectancy at birth (years),1990,Lower_middle_income,EMR,Eastern Mediterranean,IRN,Iran,FMLE,Female,64,0,0,0
Life expectancy at birth (years),1990,Lower_middle_income,EMR,Eastern Mediterranean,IRN,Iran,MLE,Male,63,0,0,0
Healthy life expectancy (HALE) at birth (years),2013,Lower_middle_income,EMR,Eastern Mediterranean,IRN,Iran,BTSX,Both sexes,64.4,0,0,0
Healthy life expectancy (HALE) at birth (years),2013,Lower_middle_income,EMR,Eastern Mediterranean,IRN,Iran,FMLE,Female,65.3,0,0,0
Healthy life expectancy (HALE) at birth (years),2013,Lower_middle_income,EMR,Eastern Mediterranean,IRN,Iran,MLE,Male,63.5,0,0,0
Healthy life expectancy (HALE) at birth (years),2012,Lower_middle_income,EMR,Eastern Mediterranean,IRN,Iran,BTSX,Both sexes,64,0,0,0
Healthy life expectancy (HALE) at birth (years),2012,Lower_middle_income,EMR,Eastern Mediterranean,IRN,Iran,FMLE,Female,65,0,0,0
Healthy life expectancy (HALE) at birth (years),2012,Lower_middle_income,EMR,Eastern Mediterranean,IRN,Iran,MLE,Male,63.1,0,0,0
Healthy life expectancy (HALE) at birth (years),2000,Lower_middle_income,EMR,Eastern Mediterranean,IRN,Iran,BTSX,Both sexes,60.3,0,0,0
Healthy life expectancy (HALE) at birth (years),2000,Lower_middle_income,EMR,Eastern Mediterranean,IRN,Iran,FMLE,Female,60.6,0,0,0
Healthy life expectancy (HALE) at birth (years),2000,Lower_middle_income,EMR,Eastern Mediterranean,IRN,Iran,MLE,Male,60,0,0,0
Life expectancy at age 60 (years),2013,,EMR,Eastern Mediterranean,IRN,Iran,BTSX,Both sexes,19.9134,0,0,0
Life expectancy at age 60 (years),2013,,EMR,Eastern Mediterranean,IRN,Iran,FMLE,Female,20.3713,0,0,0
Life expectancy at age 60 (years),2013,,EMR,Eastern Mediterranean,IRN,Iran,MLE,Male,19.47502,0,0,0
Life expectancy at age 60 (years),2012,Lower_middle_income,EMR,Eastern Mediterranean,IRN,Iran,BTSX,Both sexes,20,0,0,0
Life expectancy at age 60 (years),2012,Lower_middle_income,EMR,Eastern Mediterranean,IRN,Iran,FMLE,Female,20,0,0,0
Life expectancy at age 60 (years),2012,Lower_middle_income,EMR,Eastern Mediterranean,IRN,Iran,MLE,Male,19,0,0,0
Life expectancy at age 60 (years),2000,Lower_middle_income,EMR,Eastern Mediterranean,IRN,Iran,BTSX,Both sexes,18,0,0,0
Life expectancy at age 60 (years),2000,Lower_middle_income,EMR,Eastern Mediterranean,IRN,Iran,FMLE,Female,18,0,0,0
Life expectancy at age 60 (years),2000,Lower_middle_income,EMR,Eastern Mediterranean,IRN,Iran,MLE,Male,18,0,0,0
Life expectancy at age 60 (years),1990,Lower_middle_income,EMR,Eastern Mediterranean,IRN,Iran,BTSX,Both sexes,16,0,0,0
Life expectancy at age 60 (years),1990,Lower_middle_income,EMR,Eastern Mediterranean,IRN,Iran,FMLE,Female,16,0,0,0
Life expectancy at age 60 (years),1990,Lower_middle_income,EMR,Eastern Mediterranean,IRN,Iran,MLE,Male,16,0,0,0
Life expectancy at birth (years),2013,,EMR,Eastern Mediterranean,IRQ,Iraq,BTSX,Both sexes,70.36568,9,3,0
Life expectancy at birth (years),2013,,EMR,Eastern Mediterranean,IRQ,Iraq,FMLE,Female,73.7657,9,3,0
Life expectancy at birth (years),2013,,EMR,Eastern Mediterranean,IRQ,Iraq,MLE,Male,67.17512,9,3,0
Life expectancy at birth (years),2012,Lower_middle_income,EMR,Eastern Mediterranean,IRQ,Iraq,BTSX,Both sexes,70,9,3,0
Life expectancy at birth (years),2012,Lower_middle_income,EMR,Eastern Mediterranean,IRQ,Iraq,FMLE,Female,74,9,3,0
Life expectancy at birth (years),2012,Lower_middle_income,EMR,Eastern Mediterranean,IRQ,Iraq,MLE,Male,66,9,3,0
Life expectancy at birth (years),2000,Lower_middle_income,EMR,Eastern Mediterranean,IRQ,Iraq,BTSX,Both sexes,71,9,3,0
Life expectancy at birth (years),2000,Lower_middle_income,EMR,Eastern Mediterranean,IRQ,Iraq,FMLE,Female,73,9,3,0
Life expectancy at birth (years),2000,Lower_middle_income,EMR,Eastern Mediterranean,IRQ,Iraq,MLE,Male,68,9,3,0
Life expectancy at birth (years),1990,Lower_middle_income,EMR,Eastern Mediterranean,IRQ,Iraq,BTSX,Both sexes,69,9,3,0
Life expectancy at birth (years),1990,Lower_middle_income,EMR,Eastern Mediterranean,IRQ,Iraq,FMLE,Female,71,9,3,0
Life expectancy at birth (years),1990,Lower_middle_income,EMR,Eastern Mediterranean,IRQ,Iraq,MLE,Male,67,9,3,0
Healthy life expectancy (HALE) at birth (years),2013,Lower_middle_income,EMR,Eastern Mediterranean,IRQ,Iraq,BTSX,Both sexes,61.4,9,3,0
Healthy life expectancy (HALE) at birth (years),2013,Lower_middle_income,EMR,Eastern Mediterranean,IRQ,Iraq,FMLE,Female,63.5,9,3,0
Healthy life expectancy (HALE) at birth (years),2013,Lower_middle_income,EMR,Eastern Mediterranean,IRQ,Iraq,MLE,Male,59.4,9,3,0
Healthy life expectancy (HALE) at birth (years),2012,Lower_middle_income,EMR,Eastern Mediterranean,IRQ,Iraq,BTSX,Both sexes,60.7,9,3,0
Healthy life expectancy (HALE) at birth (years),2012,Lower_middle_income,EMR,Eastern Mediterranean,IRQ,Iraq,FMLE,Female,63.2,9,3,0
Healthy life expectancy (HALE) at birth (years),2012,Lower_middle_income,EMR,Eastern Mediterranean,IRQ,Iraq,MLE,Male,58.4,9,3,0
Healthy life expectancy (HALE) at birth (years),2000,Lower_middle_income,EMR,Eastern Mediterranean,IRQ,Iraq,BTSX,Both sexes,61,9,3,0
Healthy life expectancy (HALE) at birth (years),2000,Lower_middle_income,EMR,Eastern Mediterranean,IRQ,Iraq,FMLE,Female,62.4,9,3,0
Healthy life expectancy (HALE) at birth (years),2000,Lower_middle_income,EMR,Eastern Mediterranean,IRQ,Iraq,MLE,Male,59.7,9,3,0
Life expectancy at age 60 (years),2013,,EMR,Eastern Mediterranean,IRQ,Iraq,BTSX,Both sexes,17.64196,9,3,0
Life expectancy at age 60 (years),2013,,EMR,Eastern Mediterranean,IRQ,Iraq,FMLE,Female,19.49851,9,3,0
Life expectancy at age 60 (years),2013,,EMR,Eastern Mediterranean,IRQ,Iraq,MLE,Male,15.77449,9,3,0
Life expectancy at age 60 (years),2012,Lower_middle_income,EMR,Eastern Mediterranean,IRQ,Iraq,BTSX,Both sexes,18,9,3,0
Life expectancy at age 60 (years),2012,Lower_middle_income,EMR,Eastern Mediterranean,IRQ,Iraq,FMLE,Female,20,9,3,0
Life expectancy at age 60 (years),2012,Lower_middle_income,EMR,Eastern Mediterranean,IRQ,Iraq,MLE,Male,16,9,3,0
Life expectancy at age 60 (years),2000,Lower_middle_income,EMR,Eastern Mediterranean,IRQ,Iraq,BTSX,Both sexes,18,9,3,0
Life expectancy at age 60 (years),2000,Lower_middle_income,EMR,Eastern Mediterranean,IRQ,Iraq,FMLE,Female,20,9,3,0
Life expectancy at age 60 (years),2000,Lower_middle_income,EMR,Eastern Mediterranean,IRQ,Iraq,MLE,Male,17,9,3,0
Life expectancy at age 60 (years),1990,Lower_middle_income,EMR,Eastern Mediterranean,IRQ,Iraq,BTSX,Both sexes,18,9,3,0
Life expectancy at age 60 (years),1990,Lower_middle_income,EMR,Eastern Mediterranean,IRQ,Iraq,FMLE,Female,19,9,3,0
Life expectancy at age 60 (years),1990,Lower_middle_income,EMR,Eastern Mediterranean,IRQ,Iraq,MLE,Male,17,9,3,0
Life expectancy at birth (years),2013,,EUR,Europe,IRL,Ireland,BTSX,Both sexes,81.31725,313,118,165
Life expectancy at birth (years),2013,,EUR,Europe,IRL,Ireland,FMLE,Female,83.44998,313,118,165
Life expectancy at birth (years),2013,,EUR,Europe,IRL,Ireland,MLE,Male,79.12672,313,118,165
Life expectancy at birth (years),2012,High_income,EUR,Europe,IRL,Ireland,BTSX,Both sexes,81,313,118,165
